UID,Machine failure,Type,Temperature,Rotationalspeed,Tool wear [hour]
4318,0,M,310.0,1417,0.8166666666666667
4319,0,L,310.1,1541,0.8666666666666667
4320,0,M,310.2,1411,0.9
4321,0,L,310.3,1397,0.95
4322,0,L,310.2,1686,0.9833333333333333
4323,0,M,310.1,1431,1.0166666666666666
4324,1,L,310.3,1341,1.0666666666666667
4325,0,L,310.2,1486,1.1
4326,0,L,310.2,1384,1.1333333333333333
4327,1,L,310.1,1362,1.1666666666666667
4328,0,H,310.1,1660,1.2
4329,1,L,310.1,1326,1.2833333333333334
4330,0,L,310.0,1566,1.3166666666666667
4331,0,L,309.8,1549,1.35
4332,0,M,309.9,1746,1.3833333333333333
4333,0,M,309.9,1452,1.4333333333333333
4334,0,L,309.8,1588,1.4833333333333334
4335,0,L,309.8,1472,1.5166666666666666
4336,0,L,309.9,1607,1.55
4337,0,H,309.9,1423,1.5833333333333333
4338,0,L,309.9,1440,1.6666666666666667
4339,0,L,309.9,1397,1.7
4340,0,L,309.9,1524,1.7333333333333334
4341,0,M,309.9,1533,1.7666666666666666
4342,0,L,309.8,1398,1.8166666666666667
4343,1,M,309.8,1284,1.85
4344,0,L,309.8,1491,1.9
4345,0,H,309.9,1418,1.9333333333333333
4346,0,M,309.8,1546,2.0166666666666666
4347,0,L,309.7,1598,2.066666666666667
4348,0,H,309.8,1724,2.1
4349,0,L,309.8,1507,2.183333333333333
4350,0,L,309.7,1595,2.216666666666667
4351,0,M,309.7,1568,2.25
4352,0,L,309.6,1432,2.3
4353,0,L,309.7,1424,2.3333333333333335
4354,1,M,309.7,1386,2.3666666666666667
4355,0,L,309.8,1456,2.4166666666666665
4356,1,H,309.8,1280,2.45
4357,0,L,309.8,1649,2.533333333333333
4358,0,L,309.9,1407,2.566666666666667
4359,0,H,309.9,1606,2.6
4360,0,M,310.0,1531,2.683333333333333
4361,0,L,310.1,1543,2.7333333333333334
4362,1,M,310.1,1379,2.7666666666666666
4363,0,L,310.1,1447,2.816666666666667
4364,0,H,310.1,1844,2.85
4365,0,H,310.1,1615,2.933333333333333
4366,0,L,310.0,1449,3.0166666666666666
4367,0,L,309.9,1388,3.05
4368,0,H,309.9,1447,3.0833333333333335
4369,0,L,310.0,1664,3.1666666666666665
4370,0,H,309.9,1735,3.2
4371,1,L,309.9,1308,3.283333333333333
4372,0,L,309.8,1480,3.316666666666667
4373,0,M,309.6,1439,3.35
4374,0,M,309.7,1533,3.4
4375,0,L,309.7,1551,3.45
4376,0,L,309.7,1414,3.4833333333333334
4377,0,M,309.6,1551,3.5166666666666666
4378,0,M,309.6,1436,3.566666666666667
4379,0,M,309.6,1385,3.6166666666666667
4380,0,M,309.5,1732,3.6666666666666665
4381,0,L,309.6,1410,3.716666666666667
4382,0,L,309.6,1446,3.75
4383,0,L,309.5,1525,3.783333333333333
4384,1,L,309.5,1298,3.816666666666667
4385,0,L,309.6,1443,3.85
4386,1,L,309.7,1442,3.8833333333333333
4387,0,L,309.7,1719,0.0
4388,0,L,309.8,1532,0.03333333333333333
4389,0,L,309.8,1701,0.06666666666666667
4390,1,M,310.0,1355,0.1
4391,0,M,310.1,1421,0.15
4392,1,M,310.1,1368,0.2
4393,0,L,310.1,1458,0.25
4394,0,M,310.1,1572,0.2833333333333333
4395,0,L,310.0,1483,0.3333333333333333
4396,0,L,310.1,1513,0.36666666666666664
4397,0,H,310.1,1383,0.4
4398,0,L,310.2,1539,0.48333333333333334
4399,0,M,310.1,1563,0.5166666666666667
4400,0,L,310.1,1653,0.5666666666666667
4401,1,L,310.1,1353,0.6
4402,0,H,310.0,1468,0.6333333333333333
4403,0,H,310.2,1506,0.7166666666666667
4404,0,L,310.1,1388,0.8
4405,0,M,310.2,1485,0.8333333333333334
4406,1,L,310.2,1331,0.8833333333333333
4407,1,L,310.3,1326,0.9166666666666666
4408,0,L,310.2,1394,0.95
4409,0,L,310.1,2009,0.9833333333333333
4410,1,M,310.1,1358,1.0166666666666666
4411,0,L,310.2,1586,1.0666666666666667
4412,0,L,310.3,1688,1.1
4413,0,L,310.5,1450,1.1333333333333333
4414,0,M,310.5,1398,1.1666666666666667
4415,0,L,310.5,1520,1.2166666666666666
4416,0,L,310.4,1514,1.25
4417,0,M,310.4,1532,1.2833333333333334
4418,1,L,310.4,1365,1.3333333333333333
4419,0,L,310.3,1642,1.3666666666666667
4420,1,M,310.2,2676,1.4
4421,0,H,310.2,1873,1.45
4422,1,L,310.2,1325,1.5333333333333334
4423,0,M,310.2,2157,1.5666666666666667
4424,0,M,310.2,1563,1.6166666666666667
4425,0,M,310.2,1631,1.6666666666666667
4426,0,L,310.2,1547,1.7166666666666666
4427,0,L,310.3,1479,1.75
4428,1,M,310.1,1379,1.7833333333333334
4429,0,L,310.1,1906,1.8333333333333333
4430,0,M,310.1,1731,1.8666666666666667
4431,0,H,310.1,1688,1.9166666666666667
4432,0,H,310.2,1443,2.0
4433,0,L,310.2,1445,2.0833333333333335
4434,0,H,310.2,1435,2.1166666666666667
4435,0,L,310.1,1556,2.2
4436,1,L,310.1,1321,2.2333333333333334
4437,0,M,310.1,1577,2.2666666666666666
4438,0,L,310.2,1578,2.316666666666667
4439,0,L,310.1,1418,2.35
4440,0,M,310.2,1392,2.3833333333333333
4441,0,L,310.3,1446,2.433333333333333
4442,1,L,310.2,1329,2.466666666666667
4443,0,L,310.2,1563,2.5
4444,0,L,310.3,1405,2.533333333333333
4445,0,L,310.2,2224,2.566666666666667
4446,0,L,310.2,1716,2.6
4447,0,L,310.3,1584,2.6333333333333333
4448,0,M,310.3,1488,2.6666666666666665
4449,1,L,310.3,1374,2.716666666666667
4450,1,M,310.3,1378,2.75
4451,0,L,310.3,1551,2.8
4452,0,L,310.3,1549,2.8333333333333335
4453,0,M,310.3,1447,2.8666666666666667
4454,0,L,310.2,1400,2.9166666666666665
4455,0,L,310.1,1401,2.95
4456,0,H,310.1,1597,2.9833333333333334
4457,0,L,310.1,1487,3.066666666666667
4458,0,M,310.3,1710,3.1
4459,0,L,310.4,1478,3.15
4460,0,L,310.4,1743,3.183333333333333
4461,0,L,310.5,1596,3.216666666666667
4462,0,L,310.5,1642,3.25
4463,1,L,310.5,1263,3.283333333333333
4464,0,L,310.6,2016,3.316666666666667
4465,0,L,310.6,1671,3.35
4466,0,L,310.6,1404,3.3833333333333333
4467,0,L,310.6,1470,3.4166666666666665
4468,0,L,310.6,1617,3.45
4469,0,L,310.5,1725,3.4833333333333334
4470,1,L,310.5,1446,3.5166666666666666
4471,0,L,310.6,1564,0.0
4472,0,L,310.6,1670,0.03333333333333333
4473,0,L,310.6,1501,0.06666666666666667
4474,0,L,310.5,1551,0.1
4475,0,L,310.5,1563,0.13333333333333333
4476,1,L,310.5,1351,0.16666666666666666
4477,0,L,310.4,1415,0.2
4478,0,L,310.3,1647,0.23333333333333334
4479,0,L,310.2,1477,0.26666666666666666
4480,0,L,310.2,1923,0.3
4481,1,H,310.4,1305,0.3333333333333333
4482,0,M,310.4,1544,0.4166666666666667
4483,0,H,310.5,1568,0.4666666666666667
4484,0,L,310.4,1489,0.55
4485,0,M,310.4,1451,0.5833333333333334
4486,0,L,310.4,1542,0.6333333333333333
4487,0,M,310.5,1965,0.6666666666666666
4488,0,L,310.5,1436,0.7166666666666667
4489,0,M,310.4,1509,0.75
4490,0,L,310.4,1487,0.8
4491,0,L,310.4,1967,0.8333333333333334
4492,0,H,310.4,1409,0.8666666666666667
4493,0,M,310.5,1420,0.95
4494,0,L,310.5,1511,1.0
4495,0,H,310.4,1649,1.0333333333333334
4496,1,L,310.4,1359,1.1166666666666667
4497,0,M,310.4,1605,1.15
4498,0,L,310.3,1523,1.2
4499,0,H,310.4,1614,1.2333333333333334
4500,0,H,310.3,1721,1.3166666666666667
4501,0,L,310.4,1638,1.4
4502,1,L,310.2,1307,1.4333333333333333
4503,0,L,310.2,1642,1.4666666666666666
4504,0,M,310.2,1751,1.5
4505,0,L,310.1,1645,1.55
4506,0,L,310.1,1426,1.5833333333333333
4507,0,M,310.1,1520,1.6166666666666667
4508,0,L,310.1,1709,1.6666666666666667
4509,0,L,310.0,1426,1.7
4510,0,L,310.1,1429,1.7333333333333334
4511,1,L,310.2,1346,1.7666666666666666
4512,0,L,310.2,1454,1.8
4513,0,M,310.3,1411,1.8333333333333333
4514,0,L,310.3,1900,1.8833333333333333
4515,0,L,310.3,1479,1.9166666666666667
4516,0,L,310.4,1415,1.95
4517,0,L,310.3,1539,1.9833333333333334
4518,0,L,310.3,1520,2.0166666666666666
4519,0,L,310.3,1480,2.05
4520,0,L,310.4,1666,2.0833333333333335
4521,0,L,310.4,1456,2.1166666666666667
4522,0,L,310.4,1865,2.15
4523,0,M,310.5,1918,2.183333333333333
4524,0,L,310.4,1488,2.2333333333333334
4525,0,M,310.5,1527,2.2666666666666666
4526,0,M,310.4,1463,2.316666666666667
4527,0,L,310.4,1521,2.3666666666666667
4528,1,M,310.5,1372,2.4
4529,0,L,310.5,1507,2.45
4530,0,M,310.4,1586,2.4833333333333334
4531,0,L,310.4,1487,2.533333333333333
4532,0,L,310.5,1520,2.566666666666667
4533,0,H,310.4,1422,2.6
4534,1,M,310.3,1375,2.683333333333333
4535,0,L,310.2,1633,2.7333333333333334
4536,0,L,310.2,1503,2.7666666666666666
4537,1,L,310.2,1351,2.8
4538,0,L,310.2,1548,2.8333333333333335
4539,0,L,310.3,1923,2.8666666666666667
4540,0,L,310.3,1592,2.9
4541,0,M,310.4,1580,2.933333333333333
4542,0,L,310.4,1427,2.9833333333333334
4543,0,M,310.4,1581,3.0166666666666666
4544,0,M,310.5,1542,3.066666666666667
4545,1,L,310.4,1349,3.1166666666666667
4546,0,L,310.5,1463,3.15
4547,0,M,310.4,1429,3.183333333333333
4548,0,M,310.4,1451,3.2333333333333334
4549,0,L,310.5,1511,3.283333333333333
4550,0,L,310.6,1549,3.316666666666667
4551,0,M,310.5,1507,3.35
4552,0,M,310.5,1524,3.4
4553,0,M,310.5,1880,3.45
4554,0,L,310.5,1461,0.0
4555,0,L,310.5,1748,0.03333333333333333
4556,0,L,310.6,1690,0.06666666666666667
4557,1,M,310.6,1349,0.1
4558,0,L,310.6,1686,0.15
4559,1,L,310.7,1369,0.18333333333333332
4560,0,L,310.7,1433,0.21666666666666667
4561,0,L,310.7,1597,0.25
4562,0,L,310.8,1610,0.2833333333333333
4563,0,L,310.7,1398,0.31666666666666665
4564,0,L,310.7,1977,0.35
4565,0,L,310.8,1516,0.38333333333333336
4566,1,H,310.8,1275,0.4166666666666667
4567,0,L,310.8,1402,0.5
4568,0,M,310.8,1451,0.5333333333333333
4569,0,M,310.8,1555,0.5833333333333334
4570,0,L,310.9,1636,0.6333333333333333
4571,1,L,310.9,1312,0.6666666666666666
4572,0,L,310.9,1708,0.7
4573,0,M,311.0,1556,0.7333333333333333
4574,0,H,311.0,1436,0.7833333333333333
4575,0,M,311.0,1402,0.8666666666666667
4576,0,M,311.0,1437,0.9166666666666666
4577,0,M,311.1,1926,0.9666666666666667
4578,0,L,311.2,1800,1.0166666666666666
4579,0,L,311.2,1641,1.05
4580,1,L,311.2,1374,1.0833333333333333
4581,0,L,311.2,1494,1.1166666666666667
4582,0,L,311.2,1601,1.15
4583,0,L,311.2,1634,1.1833333333333333
4584,0,M,311.2,1467,1.2166666666666666
4585,0,L,311.1,1550,1.2666666666666666
4586,0,L,311.1,1563,1.3
4587,0,L,310.9,1395,1.3333333333333333
4588,0,M,311.0,1507,1.3666666666666667
4589,0,L,311.0,1564,1.4166666666666667
4590,0,L,311.1,1721,1.45
4591,0,L,311.1,1456,1.4833333333333334
4592,0,H,311.2,2102,1.5166666666666666
4593,0,L,311.1,1555,1.6
4594,0,L,311.2,1409,1.6333333333333333
4595,0,M,311.2,1387,1.6666666666666667
4596,0,M,311.2,1460,1.7166666666666666
4597,1,L,311.2,1361,1.7666666666666666
4598,0,M,311.1,1490,1.8
4599,0,L,311.2,1399,1.85
4600,0,L,311.1,1420,1.8833333333333333
4601,1,L,311.0,1359,1.9166666666666667
4602,1,M,311.1,1372,1.95
4603,0,M,311.0,1409,2.0
4604,0,H,311.0,1452,2.05
4605,0,L,311.0,1820,2.1333333333333333
4606,0,H,311.0,1469,2.1666666666666665
4607,0,L,311.1,1556,2.25
4608,0,L,311.1,1980,2.283333333333333
4609,0,M,311.2,1519,2.316666666666667
4610,0,L,311.2,1456,2.3666666666666667
4611,0,L,311.2,1394,2.4
4612,1,L,311.3,1365,2.433333333333333
4613,0,L,311.3,2194,2.466666666666667
4614,0,L,311.3,1403,2.5
4615,0,H,311.2,1503,2.533333333333333
4616,0,L,311.3,1793,2.6166666666666667
4617,0,L,311.4,1829,2.65
4618,0,M,311.4,1831,2.683333333333333
4619,1,M,311.3,1335,2.7333333333333334
4620,0,H,311.3,2056,2.783333333333333
4621,1,L,311.3,1336,2.8666666666666667
4622,1,L,311.2,1341,2.9
4623,0,M,311.1,1526,2.933333333333333
4624,0,L,311.1,1525,2.9833333333333334
4625,0,M,311.1,1428,3.0166666666666666
4626,0,L,311.2,1511,3.066666666666667
4627,0,L,311.2,1664,3.1
4628,0,M,311.2,1592,3.1333333333333333
4629,0,M,311.1,1597,3.183333333333333
4630,0,L,311.2,1735,3.2333333333333334
4631,0,L,311.2,1751,3.2666666666666666
4632,0,L,311.2,1383,3.3
4633,1,M,311.2,1330,3.3333333333333335
4634,0,L,311.2,1382,3.3833333333333333
4635,0,L,311.2,1755,3.4166666666666665
4636,0,M,311.2,1614,3.45
4637,0,L,311.3,1466,3.5
4638,0,M,311.3,1847,3.533333333333333
4639,0,L,311.3,1474,3.5833333333333335
4640,0,L,311.3,1657,3.6166666666666667
4641,0,L,311.2,1435,3.65
4642,0,H,311.3,1494,3.683333333333333
4643,1,L,311.4,1238,3.7666666666666666
4644,1,L,311.4,1324,3.8
4645,0,L,311.4,1514,3.8333333333333335
4646,0,L,311.4,1732,3.8666666666666667
4647,1,L,311.4,1497,3.9
4648,0,L,311.4,1958,0.0
4649,0,L,311.4,1630,0.03333333333333333
4650,0,M,311.4,1395,0.06666666666666667
4651,0,L,311.4,1658,0.11666666666666667
4652,1,L,311.4,1349,0.15
4653,0,L,311.2,1452,0.18333333333333332
4654,0,M,311.1,1594,0.21666666666666667
4655,0,M,311.0,1510,0.26666666666666666
4656,0,L,311.1,1854,0.31666666666666665
4657,0,L,311.2,1626,0.35
4658,0,L,311.2,1628,0.38333333333333336
4659,0,L,311.2,1679,0.4166666666666667
4660,0,M,311.2,1489,0.45
4661,0,L,311.2,1439,0.5
4662,1,L,311.3,1350,0.5333333333333333
4663,0,H,311.2,1607,0.5666666666666667
4664,0,L,311.3,1389,0.65
4665,0,M,311.3,1566,0.6833333333333333
4666,1,M,311.4,1307,0.7333333333333333
4667,0,M,311.5,1569,0.7833333333333333
4668,0,H,311.4,1651,0.8333333333333334
4669,0,H,311.4,1692,0.9166666666666666
4670,1,M,311.5,1373,1.0
4671,0,L,311.4,1610,1.05
4672,0,L,311.4,1511,1.0833333333333333
4673,0,L,311.5,1412,1.1166666666666667
4674,0,L,311.5,1501,1.15
4675,0,L,311.5,1414,1.1833333333333333
4676,0,H,311.5,1629,1.2166666666666666
4677,0,L,311.5,1879,1.3
4678,0,H,311.6,1466,1.3333333333333333
4679,0,H,311.7,1476,1.4166666666666667
4680,0,L,311.8,1695,1.5
4681,0,L,311.7,1491,1.5333333333333334
4682,0,M,311.8,1659,1.5666666666666667
4683,0,L,311.8,1567,1.6166666666666667
4684,0,L,311.8,1736,1.65
4685,1,M,311.8,1421,1.6833333333333333
4686,0,M,311.8,1627,1.7333333333333334
4687,0,M,311.6,1562,1.7833333333333334
4688,0,L,311.6,2183,1.8333333333333333
4689,0,L,311.6,1577,1.8666666666666667
4690,0,M,311.5,1560,1.9
4691,0,M,311.5,1483,1.95
4692,0,L,311.5,1535,2.0
4693,0,M,311.4,1606,2.033333333333333
4694,0,M,311.5,1817,2.0833333333333335
4695,0,L,311.5,1424,2.1333333333333333
4696,0,L,311.6,1514,2.1666666666666665
4697,0,L,311.6,1449,2.2
4698,0,M,311.6,1573,2.2333333333333334
4699,0,L,311.6,1564,2.283333333333333
4700,0,L,311.6,1428,2.316666666666667
4701,0,L,311.7,1620,2.35
4702,0,H,311.7,1584,2.3833333333333333
4703,1,L,311.8,1222,2.466666666666667
4704,0,M,311.8,1432,2.5
4705,0,L,311.9,1561,2.55
4706,0,L,311.8,1614,2.5833333333333335
4707,0,L,311.7,1959,2.6166666666666667
4708,0,L,311.8,1944,2.65
4709,0,L,311.7,1793,2.683333333333333
4710,0,M,311.6,1446,2.716666666666667
4711,0,L,311.7,1673,2.7666666666666666
4712,0,M,311.7,1515,2.8
4713,0,L,311.8,1564,2.85
4714,0,L,311.8,1451,2.8833333333333333
4715,0,H,311.8,1693,2.9166666666666665
4716,0,L,311.7,1476,3.0
4717,0,L,311.6,1712,3.033333333333333
4718,0,M,311.6,1425,3.066666666666667
4719,1,L,311.6,1337,3.1166666666666667
4720,0,M,311.7,1690,3.15
4721,1,M,311.7,1353,3.2
4722,0,L,311.8,1927,3.25
4723,0,M,311.8,1391,3.283333333333333
4724,1,L,311.8,1366,3.3333333333333335
4725,0,L,311.9,1771,3.3666666666666667
4726,0,M,311.8,1515,3.4
4727,0,M,311.8,2133,3.45
4728,1,M,311.8,1341,3.5
4729,0,L,311.7,1406,3.55
4730,1,L,311.8,1306,3.5833333333333335
4731,0,L,311.7,1508,3.6166666666666667
4732,1,L,311.6,1301,3.65
4733,0,L,311.7,1539,3.683333333333333
4734,0,L,311.6,1484,3.716666666666667
4735,0,L,311.5,1507,3.75
4736,0,L,311.5,1544,3.783333333333333
4737,0,L,311.5,1513,0.0
4738,1,M,311.5,1336,0.03333333333333333
4739,0,M,311.4,2102,0.08333333333333333
4740,1,L,311.4,1351,0.13333333333333333
4741,0,L,311.5,1601,0.16666666666666666
4742,0,L,311.3,1393,0.2
4743,0,L,311.3,1592,0.23333333333333334
4744,0,L,311.3,1409,0.26666666666666666
4745,0,L,311.3,1393,0.3
4746,0,H,311.2,1475,0.3333333333333333
4747,0,L,311.2,1427,0.4166666666666667
4748,0,L,311.2,1763,0.45
4749,1,L,311.2,1363,0.48333333333333334
4750,0,L,311.2,1404,0.5166666666666667
4751,0,M,311.2,1688,0.55
4752,0,L,311.4,1510,0.6
4753,0,H,311.3,1502,0.6333333333333333
4754,0,H,311.4,1607,0.7166666666666667
4755,0,M,311.5,1384,0.8
4756,1,L,311.7,1295,0.85
4757,0,H,311.7,1991,0.8833333333333333
4758,0,L,311.6,1497,0.9666666666666667
4759,0,L,311.6,1465,1.0
4760,1,L,311.6,1361,1.0333333333333334
4761,0,L,311.7,1546,1.0666666666666667
4762,1,H,311.9,1332,1.1
4763,1,M,312.0,2663,1.1833333333333333
4764,0,L,312.1,1443,1.2333333333333334
4765,0,M,312.0,1402,1.2666666666666666
4766,0,L,312.0,1892,1.3166666666666667
4767,0,M,312.0,1645,1.35
4768,0,L,311.9,1473,1.4
4769,1,L,312.0,1309,1.4333333333333333
4770,0,H,311.9,1544,1.4666666666666666
4771,1,L,311.9,1344,1.55
4772,0,M,311.9,1617,1.5833333333333333
4773,0,M,312.0,1435,1.6333333333333333
4774,0,L,312.0,1391,1.6833333333333333
4775,0,L,312.0,1827,1.7166666666666666
4776,0,L,312.0,1761,1.75
4777,0,L,312.1,1522,1.7833333333333334
4778,0,M,312.2,1818,1.8166666666666667
4779,1,H,312.2,1371,1.8666666666666667
4780,0,L,312.3,1511,1.95
4781,0,L,312.4,1404,1.9833333333333334
4782,0,L,312.3,1384,2.0166666666666666
4783,0,L,312.5,1368,2.05
4784,0,L,312.5,1641,2.0833333333333335
4785,0,L,312.6,1642,2.1166666666666667
4786,0,H,312.7,1401,2.15
4787,0,L,312.6,1577,2.2333333333333334
4788,0,L,312.6,1396,2.2666666666666666
4789,0,H,312.6,1514,2.3
4790,0,L,312.8,1646,2.3833333333333333
4791,0,L,312.8,1443,2.4166666666666665
4792,0,M,312.7,1469,2.45
4793,0,H,312.7,1564,2.5
4794,0,H,312.6,1498,2.5833333333333335
4795,0,L,312.6,1699,2.6666666666666665
4796,0,L,312.5,1431,2.7
4797,0,L,312.4,1390,2.7333333333333334
4798,0,L,312.5,1380,2.7666666666666666
4799,0,L,312.5,1457,2.8
4800,0,L,312.5,1418,2.8333333333333335
4801,0,M,312.5,1353,2.8666666666666667
4802,0,L,312.4,1574,2.9166666666666665
4803,0,M,312.4,1318,2.95
4804,0,L,312.5,1710,3.0
4805,0,L,312.6,1621,3.033333333333333
4806,0,L,312.6,1606,3.066666666666667
4807,0,H,312.5,1375,3.1
4808,0,L,312.4,1503,3.183333333333333
4809,0,L,312.3,1404,3.216666666666667
4810,0,L,312.2,1656,3.25
4811,0,M,312.1,1499,3.283333333333333
4812,0,M,312.0,1748,3.3333333333333335
4813,0,L,311.9,1531,3.3833333333333333
4814,0,M,311.8,1536,3.4166666666666665
4815,1,L,311.8,1401,3.466666666666667
4816,0,H,311.9,1534,3.5
4817,1,L,312.0,1521,3.5833333333333335
4818,0,L,312.1,1674,0.0
4819,0,M,312.1,1967,0.03333333333333333
4820,0,L,312.2,1696,0.08333333333333333
4821,0,M,312.1,1627,0.11666666666666667
4822,0,L,311.9,1405,0.16666666666666666
4823,0,L,311.9,1565,0.2
4824,0,L,311.9,1493,0.23333333333333334
4825,0,L,311.8,1499,0.26666666666666666
4826,0,L,311.8,1692,0.3
4827,0,L,311.8,2268,0.3333333333333333
4828,0,L,311.8,1438,0.36666666666666664
4829,0,L,311.9,1515,0.4
4830,0,L,311.9,1491,0.43333333333333335
4831,0,L,312.0,1756,0.4666666666666667
4832,1,L,312.0,1366,0.5
4833,0,L,312.0,1436,0.5333333333333333
4834,1,L,311.9,1377,0.5666666666666667
4835,0,M,311.9,1510,0.6
4836,0,M,311.9,1419,0.65
4837,1,L,311.8,1315,0.7
4838,0,H,311.8,1806,0.7333333333333333
4839,0,H,311.8,1649,0.8166666666666667
4840,0,H,311.9,1402,0.9
4841,1,L,311.9,1298,0.9833333333333333
4842,0,M,311.8,1441,1.0166666666666666
4843,0,M,311.8,1489,1.0666666666666667
4844,0,L,311.8,1842,1.1166666666666667
4845,1,M,311.8,1316,1.15
4846,0,M,311.8,1583,1.2
4847,0,M,311.8,1548,1.25
4848,0,L,311.9,1434,1.3
4849,0,H,312.0,1397,1.3333333333333333
4850,0,M,312.0,1475,1.4166666666666667
4851,0,L,312.0,1441,1.4666666666666666
4852,1,L,312.1,1363,1.5
4853,0,L,312.2,1619,1.5333333333333334
4854,0,L,312.2,1487,1.5666666666666667
4855,0,L,312.2,1568,1.6
4856,0,L,312.3,1375,1.6333333333333333
4857,0,M,312.3,1698,1.6666666666666667
4858,0,L,312.3,1606,1.7166666666666666
4859,0,L,312.3,1349,1.75
4860,0,L,312.4,1535,1.7833333333333334
4861,0,M,312.4,1504,1.8166666666666667
4862,0,L,312.3,1946,1.8666666666666667
4863,0,L,312.1,1326,1.9
4864,0,M,312.3,1915,1.9333333333333333
4865,0,L,312.3,1451,1.9833333333333334
4866,0,M,312.3,1624,2.0166666666666666
4867,0,L,312.4,1781,2.066666666666667
4868,0,L,312.5,1345,2.1
4869,0,L,312.4,1418,2.1333333333333333
4870,0,L,312.4,1718,2.1666666666666665
4871,0,M,312.4,1631,2.2
4872,0,L,312.4,1513,2.25
4873,0,L,312.4,1316,2.283333333333333
4874,0,M,312.4,1474,2.316666666666667
4875,0,L,312.5,1619,2.3666666666666667
4876,0,L,312.4,1702,2.4
4877,0,M,312.4,1540,2.433333333333333
4878,0,M,312.4,1546,2.4833333333333334
4879,0,L,312.4,1348,2.533333333333333
4880,0,H,312.5,1520,2.566666666666667
4881,0,M,312.6,1527,2.65
4882,0,M,312.6,1406,2.7
4883,0,L,312.5,1462,2.75
4884,0,M,312.6,1684,2.783333333333333
4885,0,H,312.5,1655,2.8333333333333335
4886,0,H,312.5,1748,2.9166666666666665
4887,0,L,312.5,1372,3.0
4888,0,L,312.5,1481,3.033333333333333
4889,0,L,312.4,1512,3.066666666666667
4890,0,L,312.5,1632,3.1
4891,0,L,312.4,1525,3.1333333333333333
4892,0,M,312.3,1756,3.1666666666666665
4893,0,L,312.3,1922,3.216666666666667
4894,0,M,312.5,1448,3.25
4895,0,H,312.5,1447,3.3
4896,0,M,312.4,1597,3.3833333333333333
4897,0,M,312.4,1642,3.433333333333333
4898,0,H,312.5,1525,3.4833333333333334
4899,0,H,312.4,1460,3.566666666666667
4900,0,L,312.3,2168,3.65
4901,0,L,312.4,1388,3.683333333333333
4902,0,M,312.3,1630,3.716666666666667
4903,0,L,312.3,1616,3.7666666666666666
4904,0,L,312.4,2232,0.0
4905,0,H,312.4,1480,0.03333333333333333
4906,0,L,312.4,1363,0.11666666666666667
4907,0,H,312.4,1436,0.15
4908,0,M,312.5,1607,0.23333333333333334
4909,0,M,312.5,1459,0.2833333333333333
4910,0,L,312.4,1481,0.3333333333333333
4911,0,M,312.4,1606,0.36666666666666664
4912,0,L,312.3,1681,0.4166666666666667
4913,0,L,312.2,1511,0.45
4914,0,M,312.3,1593,0.48333333333333334
4915,0,M,312.3,1532,0.5333333333333333
4916,0,H,312.3,1386,0.5833333333333334
4917,0,H,312.3,1769,0.6666666666666666
4918,0,M,312.2,1561,0.75
4919,0,L,312.2,1457,0.8
4920,0,L,312.2,1506,0.8333333333333334
4921,1,L,312.2,1337,0.8666666666666667
4922,0,L,312.3,1287,0.9
4923,0,M,312.2,1615,0.9333333333333333
4924,0,M,312.2,1972,0.9833333333333333
4925,0,H,312.3,1522,1.0333333333333334
4926,0,L,312.3,1680,1.1166666666666667
4927,0,L,312.3,1502,1.15
4928,0,M,312.3,1543,1.1833333333333333
4929,0,L,312.3,1584,1.2333333333333334
4930,0,L,312.4,1340,1.2666666666666666
4931,0,L,312.3,1663,1.3
4932,0,M,312.1,1693,1.3333333333333333
4933,0,L,312.1,1418,1.3833333333333333
4934,0,H,312.2,1554,1.4166666666666667
4935,0,L,312.2,1580,1.5
4936,0,L,312.3,1479,1.5333333333333334
4937,1,L,312.4,1284,1.5666666666666667
4938,0,L,312.3,1540,1.6
4939,0,M,312.4,1606,1.6333333333333333
4940,0,L,312.5,1286,1.6833333333333333
4941,0,L,312.6,1502,1.7166666666666666
4942,0,M,312.7,1699,1.75
4943,0,L,312.6,1602,1.8
4944,0,H,312.6,1436,1.8333333333333333
4945,0,M,312.7,1765,1.9166666666666667
4946,0,L,312.7,1418,1.9666666666666666
4947,0,M,312.7,1669,2.0
4948,0,L,312.7,1395,2.05
4949,0,M,312.7,1500,2.0833333333333335
4950,0,M,312.7,1555,2.1333333333333333
4951,0,M,312.7,1919,2.183333333333333
4952,0,L,312.7,1596,2.2333333333333334
4953,0,M,312.7,1374,2.2666666666666666
4954,0,L,312.5,1670,2.316666666666667
4955,0,L,312.6,1702,2.35
4956,0,M,312.5,1366,2.3833333333333333
4957,0,M,312.5,2344,2.433333333333333
4958,0,M,312.6,1768,2.4833333333333334
4959,0,L,312.5,1523,2.533333333333333
4960,0,L,312.6,1735,2.566666666666667
4961,0,L,312.7,1339,2.6
4962,0,L,312.7,1800,2.6333333333333333
4963,0,M,312.7,1456,2.6666666666666665
4964,0,L,312.7,1789,2.716666666666667
4965,0,L,312.7,1602,2.75
4966,0,M,312.7,1364,2.783333333333333
4967,0,L,312.6,1793,2.8333333333333335
4968,0,L,312.6,1426,2.8666666666666667
4969,0,M,312.7,1485,2.9
4970,0,L,312.7,1528,2.95
4971,0,L,312.6,1565,2.9833333333333334
4972,0,L,312.7,1838,3.0166666666666666
4973,0,H,312.6,1811,3.05
4974,0,L,312.7,1461,3.1333333333333333
