UID,Machine failure,Type,Temperature,Tool wear [min],Rotationalspeed
4687,0,M,311.6,107,1562
4688,0,L,311.6,110,2183
4689,0,L,311.6,112,1577
4690,0,M,311.5,114,1560
4691,0,M,311.5,117,1483
4692,0,L,311.5,120,1535
4693,0,M,311.4,122,1606
4694,0,M,311.5,125,1817
4695,0,L,311.5,128,1424
4696,0,L,311.6,130,1514
4697,0,L,311.6,132,1449
4698,0,M,311.6,134,1573
4699,0,L,311.6,137,1564
4700,0,L,311.6,139,1428
4701,0,L,311.7,141,1620
4702,0,H,311.7,143,1584
4703,1,L,311.8,148,1222
4704,0,M,311.8,150,1432
4705,0,L,311.9,153,1561
4706,0,L,311.8,155,1614
4707,0,L,311.7,157,1959
4708,0,L,311.8,159,1944
4709,0,L,311.7,161,1793
4710,0,M,311.6,163,1446
4711,0,L,311.7,166,1673
4712,0,M,311.7,168,1515
4713,0,L,311.8,171,1564
4714,0,L,311.8,173,1451
4715,0,H,311.8,175,1693
4716,0,L,311.7,180,1476
4717,0,L,311.6,182,1712
4718,0,M,311.6,184,1425
4719,1,L,311.6,187,1337
4720,0,M,311.7,189,1690
4721,1,M,311.7,192,1353
4722,0,L,311.8,195,1927
4723,0,M,311.8,197,1391
4724,1,L,311.8,200,1366
4725,0,L,311.9,202,1771
4726,0,M,311.8,204,1515
4727,0,M,311.8,207,2133
4728,1,M,311.8,210,1341
4729,0,L,311.7,213,1406
4730,1,L,311.8,215,1306
4731,0,L,311.7,217,1508
4732,1,L,311.6,219,1301
4733,0,L,311.7,221,1539
4734,0,L,311.6,223,1484
4735,0,L,311.5,225,1507
4736,0,L,311.5,227,1544
4737,0,L,311.5,0,1513
4738,1,M,311.5,2,1336
4739,0,M,311.4,5,2102
4740,1,L,311.4,8,1351
4741,0,L,311.5,10,1601
4742,0,L,311.3,12,1393
4743,0,L,311.3,14,1592
4744,0,L,311.3,16,1409
4745,0,L,311.3,18,1393
4746,0,H,311.2,20,1475
4747,0,L,311.2,25,1427
4748,0,L,311.2,27,1763
4749,1,L,311.2,29,1363
4750,0,L,311.2,31,1404
4751,0,M,311.2,33,1688
4752,0,L,311.4,36,1510
4753,0,H,311.3,38,1502
4754,0,H,311.4,43,1607
4755,0,M,311.5,48,1384
4756,1,L,311.7,51,1295
4757,0,H,311.7,53,1991
4758,0,L,311.6,58,1497
4759,0,L,311.6,60,1465
4760,1,L,311.6,62,1361
4761,0,L,311.7,64,1546
4762,1,H,311.9,66,1332
4763,1,M,312.0,71,2663
4764,0,L,312.1,74,1443
4765,0,M,312.0,76,1402
4766,0,L,312.0,79,1892
4767,0,M,312.0,81,1645
4768,0,L,311.9,84,1473
4769,1,L,312.0,86,1309
4770,0,H,311.9,88,1544
4771,1,L,311.9,93,1344
4772,0,M,311.9,95,1617
4773,0,M,312.0,98,1435
4774,0,L,312.0,101,1391
4775,0,L,312.0,103,1827
4776,0,L,312.0,105,1761
4777,0,L,312.1,107,1522
4778,0,M,312.2,109,1818
4779,1,H,312.2,112,1371
4780,0,L,312.3,117,1511
4781,0,L,312.4,119,1404
4782,0,L,312.3,121,1384
4783,0,L,312.5,123,1368
4784,0,L,312.5,125,1641
4785,0,L,312.6,127,1642
4786,0,H,312.7,129,1401
4787,0,L,312.6,134,1577
4788,0,L,312.6,136,1396
4789,0,H,312.6,138,1514
4790,0,L,312.8,143,1646
4791,0,L,312.8,145,1443
4792,0,M,312.7,147,1469
4793,0,H,312.7,150,1564
4794,0,H,312.6,155,1498
4795,0,L,312.6,160,1699
4796,0,L,312.5,162,1431
4797,0,L,312.4,164,1390
4798,0,L,312.5,166,1380
4799,0,L,312.5,168,1457
4800,0,L,312.5,170,1418
4801,0,M,312.5,172,1353
4802,0,L,312.4,175,1574
4803,0,M,312.4,177,1318
4804,0,L,312.5,180,1710
4805,0,L,312.6,182,1621
4806,0,L,312.6,184,1606
4807,0,H,312.5,186,1375
4808,0,L,312.4,191,1503
4809,0,L,312.3,193,1404
4810,0,L,312.2,195,1656
4811,0,M,312.1,197,1499
4812,0,M,312.0,200,1748
4813,0,L,311.9,203,1531
4814,0,M,311.8,205,1536
4815,1,L,311.8,208,1401
4816,0,H,311.9,210,1534
4817,1,L,312.0,215,1521
4818,0,L,312.1,0,1674
4819,0,M,312.1,2,1967
4820,0,L,312.2,5,1696
4821,0,M,312.1,7,1627
4822,0,L,311.9,10,1405
4823,0,L,311.9,12,1565
4824,0,L,311.9,14,1493
4825,0,L,311.8,16,1499
4826,0,L,311.8,18,1692
4827,0,L,311.8,20,2268
4828,0,L,311.8,22,1438
4829,0,L,311.9,24,1515
4830,0,L,311.9,26,1491
4831,0,L,312.0,28,1756
4832,1,L,312.0,30,1366
4833,0,L,312.0,32,1436
4834,1,L,311.9,34,1377
4835,0,M,311.9,36,1510
4836,0,M,311.9,39,1419
4837,1,L,311.8,42,1315
4838,0,H,311.8,44,1806
4839,0,H,311.8,49,1649
4840,0,H,311.9,54,1402
4841,1,L,311.9,59,1298
4842,0,M,311.8,61,1441
4843,0,M,311.8,64,1489
4844,0,L,311.8,67,1842
4845,1,M,311.8,69,1316
4846,0,M,311.8,72,1583
4847,0,M,311.8,75,1548
4848,0,L,311.9,78,1434
4849,0,H,312.0,80,1397
4850,0,M,312.0,85,1475
4851,0,L,312.0,88,1441
4852,1,L,312.1,90,1363
4853,0,L,312.2,92,1619
4854,0,L,312.2,94,1487
4855,0,L,312.2,96,1568
4856,0,L,312.3,98,1375
4857,0,M,312.3,100,1698
4858,0,L,312.3,103,1606
4859,0,L,312.3,105,1349
4860,0,L,312.4,107,1535
4861,0,M,312.4,109,1504
4862,0,L,312.3,112,1946
4863,0,L,312.1,114,1326
4864,0,M,312.3,116,1915
4865,0,L,312.3,119,1451
4866,0,M,312.3,121,1624
4867,0,L,312.4,124,1781
4868,0,L,312.5,126,1345
4869,0,L,312.4,128,1418
4870,0,L,312.4,130,1718
4871,0,M,312.4,132,1631
4872,0,L,312.4,135,1513
4873,0,L,312.4,137,1316
4874,0,M,312.4,139,1474
4875,0,L,312.5,142,1619
4876,0,L,312.4,144,1702
4877,0,M,312.4,146,1540
4878,0,M,312.4,149,1546
4879,0,L,312.4,152,1348
4880,0,H,312.5,154,1520
4881,0,M,312.6,159,1527
4882,0,M,312.6,162,1406
4883,0,L,312.5,165,1462
4884,0,M,312.6,167,1684
4885,0,H,312.5,170,1655
4886,0,H,312.5,175,1748
4887,0,L,312.5,180,1372
4888,0,L,312.5,182,1481
4889,0,L,312.4,184,1512
4890,0,L,312.5,186,1632
4891,0,L,312.4,188,1525
4892,0,M,312.3,190,1756
4893,0,L,312.3,193,1922
4894,0,M,312.5,195,1448
4895,0,H,312.5,198,1447
4896,0,M,312.4,203,1597
4897,0,M,312.4,206,1642
4898,0,H,312.5,209,1525
4899,0,H,312.4,214,1460
4900,0,L,312.3,219,2168
4901,0,L,312.4,221,1388
4902,0,M,312.3,223,1630
4903,0,L,312.3,226,1616
4904,0,L,312.4,0,2232
4905,0,H,312.4,2,1480
4906,0,L,312.4,7,1363
4907,0,H,312.4,9,1436
4908,0,M,312.5,14,1607
4909,0,M,312.5,17,1459
4910,0,L,312.4,20,1481
4911,0,M,312.4,22,1606
4912,0,L,312.3,25,1681
4913,0,L,312.2,27,1511
4914,0,M,312.3,29,1593
4915,0,M,312.3,32,1532
4916,0,H,312.3,35,1386
4917,0,H,312.3,40,1769
4918,0,M,312.2,45,1561
4919,0,L,312.2,48,1457
4920,0,L,312.2,50,1506
4921,1,L,312.2,52,1337
4922,0,L,312.3,54,1287
4923,0,M,312.2,56,1615
4924,0,M,312.2,59,1972
4925,0,H,312.3,62,1522
4926,0,L,312.3,67,1680
4927,0,L,312.3,69,1502
4928,0,M,312.3,71,1543
4929,0,L,312.3,74,1584
4930,0,L,312.4,76,1340
4931,0,L,312.3,78,1663
4932,0,M,312.1,80,1693
4933,0,L,312.1,83,1418
4934,0,H,312.2,85,1554
4935,0,L,312.2,90,1580
4936,0,L,312.3,92,1479
4937,1,L,312.4,94,1284
4938,0,L,312.3,96,1540
4939,0,M,312.4,98,1606
4940,0,L,312.5,101,1286
4941,0,L,312.6,103,1502
4942,0,M,312.7,105,1699
4943,0,L,312.6,108,1602
4944,0,H,312.6,110,1436
4945,0,M,312.7,115,1765
4946,0,L,312.7,118,1418
4947,0,M,312.7,120,1669
4948,0,L,312.7,123,1395
4949,0,M,312.7,125,1500
4950,0,M,312.7,128,1555
4951,0,M,312.7,131,1919
4952,0,L,312.7,134,1596
4953,0,M,312.7,136,1374
4954,0,L,312.5,139,1670
4955,0,L,312.6,141,1702
4956,0,M,312.5,143,1366
4957,0,M,312.5,146,2344
4958,0,M,312.6,149,1768
4959,0,L,312.5,152,1523
4960,0,L,312.6,154,1735
4961,0,L,312.7,156,1339
4962,0,L,312.7,158,1800
4963,0,M,312.7,160,1456
4964,0,L,312.7,163,1789
4965,0,L,312.7,165,1602
4966,0,M,312.7,167,1364
4967,0,L,312.6,170,1793
4968,0,L,312.6,172,1426
4969,0,M,312.7,174,1485
4970,0,L,312.7,177,1528
4971,0,L,312.6,179,1565
4972,0,L,312.7,181,1838
4973,0,H,312.6,183,1811
4974,0,L,312.7,188,1461
4975,0,L,312.7,190,1414
4976,0,L,312.7,192,1426
4977,1,L,312.7,194,1359
4978,0,L,312.7,196,1540
4979,0,L,312.7,198,1429
4980,0,M,312.7,200,1612
4981,0,M,312.8,203,1685
4982,0,M,312.8,206,1558
4983,0,L,313.0,209,1811
4984,0,L,313.1,211,1869
4985,1,L,313.1,213,1256
4986,0,M,313.0,215,1789
4987,0,L,312.9,0,1502
4988,0,M,313.0,2,1303
4989,1,L,313.1,5,2497
4990,0,L,313.2,7,1499
4991,0,L,313.2,9,1393
4992,0,M,313.0,11,1475
4993,0,L,312.9,14,1573
4994,0,L,312.9,16,1819
4995,0,M,312.6,18,1642
4996,0,L,312.6,21,1540
4997,0,M,312.8,23,1400
4998,1,M,312.8,26,2659
4999,0,M,312.8,29,1825
5000,0,M,312.9,32,1532
5001,0,L,312.8,35,1832
5002,0,M,312.7,37,2174
5003,0,L,312.8,40,1627
5004,0,L,312.8,42,1437
5005,0,L,312.8,44,1364
5006,0,M,312.9,46,1444
5007,0,M,312.8,49,1366
5008,0,L,312.9,52,1442
5009,0,H,312.8,54,1488
5010,0,L,312.8,59,1523
5011,0,L,312.8,61,1543
5012,0,M,312.8,63,1634
5013,0,M,312.9,66,1815
5014,0,M,312.9,69,1594
5015,0,L,313.0,72,1452
5016,0,L,313.0,74,1759
5017,0,L,313.0,76,1408
5018,0,L,313.0,78,1483
5019,0,M,313.0,80,1620
5020,0,M,313.1,83,1466
5021,0,L,313.1,86,1556
5022,0,L,313.0,88,1350
5023,0,L,313.1,90,1404
5024,0,M,313.0,92,1575
5025,0,L,313.1,95,1639
5026,0,M,313.1,97,1473
5027,0,L,313.2,100,1481
5028,0,L,313.3,102,1294
5029,0,M,313.2,104,1630
5030,0,M,313.2,107,1624
5031,0,M,313.1,110,1437
5032,0,M,313.0,113,1514
5033,0,M,313.1,116,1694
5034,0,L,313.1,119,1564
5035,0,M,313.1,121,1514
5036,0,M,313.2,124,1500
5037,0,L,313.2,127,1615
5038,0,M,313.2,129,1586
5039,0,L,313.3,132,1732
5040,0,H,313.3,134,1689
5041,0,H,313.2,139,1586
5042,0,L,313.2,144,1314
5043,0,L,313.2,146,1569
5044,0,L,313.2,148,1468
5045,0,L,313.2,150,1412
5046,0,M,313.2,152,1510
5047,0,M,313.2,155,1410
5048,0,M,313.3,158,1680
5049,1,H,313.2,161,1271
5050,0,H,313.1,166,1472
5051,0,H,313.0,171,1701
5052,0,L,313.0,176,1480
5053,0,L,313.0,178,1433
5054,0,L,312.9,180,1514
5055,0,L,312.9,182,1619
5056,0,H,312.9,184,1378
5057,0,M,312.9,189,1430
5058,0,L,312.9,192,1367
5059,0,L,312.9,194,1526
5060,0,L,312.8,196,1419
5061,0,L,312.8,198,1542
5062,1,L,312.9,200,1363
5063,0,L,312.9,202,1313
5064,0,H,312.9,0,1495
5065,0,L,313.0,5,1407
5066,0,L,313.0,7,1566
5067,0,L,313.1,9,1550
5068,0,M,313.2,11,1396
5069,0,M,313.3,14,1540
5070,0,M,313.2,17,1380
5071,0,M,313.1,20,1608
5072,0,H,313.0,23,1442
5073,0,L,313.0,28,1408
5074,0,M,313.0,30,1454
5075,0,L,313.1,33,1666
5076,0,L,313.2,35,1366
5077,0,L,313.2,37,1464
5078,0,L,313.3,39,1775
5079,0,M,313.4,41,1482
5080,0,M,313.4,44,1411
5081,0,L,313.3,47,1410
5082,0,M,313.3,49,1494
5083,0,H,313.2,52,1590
5084,0,L,313.1,57,1327
5085,0,L,313.1,59,1969
5086,0,M,313.0,61,1377
5087,0,L,313.0,64,1541
5088,0,M,313.0,66,1685
5089,0,L,313.1,69,1465
5090,0,M,313.1,71,1483
5091,0,M,313.2,74,1570
5092,0,L,313.2,77,1345
5093,0,M,313.2,79,1608
5094,0,M,313.3,82,1415
5095,0,M,313.5,85,1470
5096,0,M,313.5,88,1428
5097,0,H,313.5,91,1627
5098,0,L,313.4,96,1457
5099,0,L,313.4,98,1475
5100,0,L,313.5,100,1438
5101,0,M,313.5,102,1437
5102,0,M,313.4,105,1518
5103,0,M,313.5,108,1587
5104,0,L,313.4,111,1399
5105,0,L,313.5,113,1469
5106,0,L,313.4,115,1374
5107,0,L,313.3,117,1519
5108,0,L,313.2,119,1540
5109,0,L,313.3,121,1394
5110,0,M,313.4,123,1389
5111,0,M,313.5,126,1732
5112,0,L,313.6,129,1556
5113,0,M,313.6,131,1441
5114,0,L,313.6,134,1382
5115,0,M,313.8,136,1481
5116,0,M,313.7,139,2113
5117,0,L,313.8,142,1401
5118,0,L,313.6,144,1611
5119,0,M,313.6,146,1512
5120,0,L,313.6,149,1411
5121,0,M,313.6,151,1424
5122,0,L,313.6,154,1469
5123,0,H,313.5,156,1684
5124,0,M,313.5,161,1532
5125,0,M,313.5,164,1557
5126,0,M,313.5,167,1416
5127,0,L,313.5,170,1802
5128,0,M,313.5,172,2245
5129,0,L,313.4,175,1434
5130,0,M,313.3,177,1725
5131,0,L,313.3,180,1668
5132,0,L,313.3,182,1452
5133,0,L,313.3,184,1415
5134,0,L,313.2,186,1824
5135,0,L,313.3,188,1438
5136,0,L,313.3,190,1883
5137,0,L,313.4,192,1735
5138,0,L,313.5,194,1464
5139,0,M,313.6,196,1489
5140,0,M,313.6,199,1510
5141,0,M,313.6,202,1585
5142,1,L,313.7,205,1509
5143,0,L,313.6,0,1568
5144,0,M,313.5,2,1525
5145,0,L,313.7,5,1607
5146,0,L,313.7,7,1670
5147,0,L,313.6,9,1585
5148,0,L,313.6,11,1569
5149,0,L,313.6,13,1507
5150,0,L,313.5,15,1452
5151,0,L,313.5,17,1590
5152,0,L,313.6,19,1409
5153,0,L,313.5,21,2643
5154,0,L,313.4,23,1644
5155,0,L,313.4,25,1568
5156,0,H,313.3,27,1625
5157,0,L,313.4,32,1482
5158,0,H,313.3,34,1397
5159,0,L,313.3,39,1459
5160,0,L,313.4,41,1490
5161,0,L,313.2,43,1434
5162,0,M,313.2,45,2028
5163,0,L,313.3,48,1464
5164,0,M,313.4,50,1713
5165,0,M,313.4,53,1624
5166,0,L,313.4,56,1421
5167,0,H,313.5,58,1546
5168,0,L,313.4,63,1639
5169,0,H,313.4,65,1696
5170,0,L,313.3,70,1470
5171,0,M,313.3,72,1480
5172,0,M,313.4,75,1329
5173,0,L,313.4,78,1740
5174,0,M,313.5,80,1739
5175,0,M,313.5,83,1390
5176,0,L,313.4,86,1740
5177,0,M,313.3,88,1844
5178,0,H,313.1,91,1388
5179,0,H,313.2,96,1517
5180,0,M,313.1,101,1450
5181,0,L,313.2,104,1584
5182,0,L,313.1,106,1720
5183,0,L,313.1,108,1586
5184,0,M,313.0,110,1901
5185,0,L,313.0,113,1397
5186,0,L,313.0,115,2012
5187,0,L,313.0,117,2354
5188,0,L,313.1,119,1648
5189,0,L,313.2,121,1632
5190,0,M,313.2,123,1427
5191,0,L,313.2,126,1452
5192,0,L,313.2,128,1416
5193,0,L,313.1,130,1310
5194,0,H,313.1,132,1408
5195,0,M,313.1,137,1668
5196,0,L,313.0,140,1551
5197,0,H,313.0,142,1517
5198,0,H,312.9,147,1570
5199,0,L,312.8,152,1428
5200,0,L,312.8,154,1503
5201,0,L,312.8,156,1416
5202,0,M,312.7,158,1396
5203,0,L,312.7,161,1335
5204,0,M,312.6,163,1671
5205,0,L,312.7,166,1989
5206,0,L,312.7,168,1468
5207,0,H,312.6,170,1711
5208,0,M,312.7,175,1488
5209,0,L,312.7,178,1664
5210,0,M,312.7,180,1507
5211,0,L,312.6,183,1466
5212,0,L,312.5,185,1433
5213,0,L,312.5,187,1397
5214,0,M,312.6,189,1429
5215,0,L,312.7,192,1572
5216,0,M,312.7,194,1532
5217,0,M,312.7,197,1316
5218,0,M,312.8,200,1420
5219,0,L,312.9,203,1589
5220,1,L,313.0,205,1365
5221,0,L,313.0,207,1633
5222,0,L,313.0,209,1626
5223,0,L,313.1,0,1665
5224,0,M,313.2,2,1350
5225,0,L,313.2,5,1590
5226,0,M,313.2,7,1437
5227,0,L,313.0,10,1403
5228,0,L,313.1,12,1440
5229,0,M,313.1,14,1343
5230,0,H,313.1,17,1790
5231,0,M,313.1,22,2117
5232,0,L,313.1,25,1458
5233,0,L,312.9,27,1381
5234,0,L,312.9,29,1450
5235,0,L,312.9,31,1461
5236,0,M,312.9,33,1511
5237,0,L,313.1,36,1394
5238,0,L,313.0,38,1499
5239,0,L,313.0,40,1457
5240,0,L,313.0,42,1753
5241,0,L,313.0,44,1694
5242,0,L,313.1,46,1683
5243,0,L,313.1,48,1496
5244,0,L,313.1,50,1721
5245,0,L,313.0,52,1593
5246,0,L,313.0,54,1575
5247,0,L,313.0,56,1465
5248,0,L,313.1,58,1405
5249,0,M,313.0,60,1902
5250,0,M,312.9,63,1422
5251,0,L,312.9,66,1332
5252,0,M,312.9,68,1307
5253,0,L,313.0,71,1322
5254,0,L,313.0,73,1547
5255,0,L,313.1,75,1897
5256,0,M,313.0,77,1403
5257,0,L,313.0,80,1393
5258,0,L,313.0,82,1482
5259,0,M,312.9,84,1572
5260,0,L,312.9,87,1544
5261,0,M,313.0,89,1492
5262,0,L,312.8,92,1513
5263,0,L,312.8,94,1449
5264,0,L,312.8,96,1877
5265,0,L,312.8,98,1376
5266,0,M,312.9,100,1883
5267,0,M,312.8,103,1518
5268,0,M,312.9,106,1438
5269,0,L,312.9,109,1389
5270,0,L,312.9,111,1504
5271,0,L,312.9,113,1275
5272,0,L,313.0,115,1534
5273,0,M,313.0,117,1396
5274,0,L,313.1,120,1395
5275,0,L,313.0,122,1617
5276,0,L,313.1,124,1423
5277,0,L,313.0,126,1606
5278,0,L,312.9,128,1501
5279,0,M,312.9,130,1618
5280,0,L,313.0,133,1522
5281,0,L,312.9,135,1480
5282,0,M,313.0,137,1469
5283,0,H,313.2,140,1381
5284,0,L,313.2,145,1525
5285,0,M,313.2,147,1732
5286,0,L,313.1,150,1523
5287,0,L,313.1,152,1422
5288,0,H,313.2,154,1506
5289,0,L,313.2,159,1531
5290,0,M,313.3,161,1507
5291,0,L,313.3,164,1526
5292,0,L,313.3,166,1406
5293,0,M,313.3,168,1567
5294,0,M,313.4,171,1464
5295,0,L,313.4,174,1442
5296,0,L,313.2,176,1336
5297,0,H,313.2,178,1379
5298,0,L,313.1,183,1406
5299,0,M,313.1,185,2130
5300,0,L,313.1,188,1355
5301,0,M,313.2,190,1710
5302,0,L,313.1,193,1309
5303,0,L,313.1,195,1491
5304,0,L,313.2,197,1481
5305,0,L,313.1,199,1425
5306,0,H,313.2,201,1680
5307,0,H,313.2,206,1612
5308,0,L,313.3,211,1530
5309,0,L,313.2,213,1481
5310,1,M,313.2,215,1422
5311,0,L,313.0,0,1427
5312,0,H,312.9,2,1460
5313,0,L,312.9,7,1873
5314,0,M,312.9,9,1566
5315,0,L,312.8,12,1701
5316,0,L,312.8,14,1710
5317,0,M,312.8,16,1689
5318,0,L,312.7,19,1637
5319,0,L,312.6,21,1496
5320,0,M,312.7,23,1402
5321,0,L,312.7,26,1363
5322,0,M,312.7,28,1576
5323,0,M,312.7,31,1357
5324,0,M,312.7,34,1399
5325,0,M,312.8,37,1526
5326,0,L,312.7,40,1694
5327,0,M,312.7,42,1420
5328,0,M,312.7,45,2116
5329,0,M,312.9,48,1406
5330,0,L,313.0,51,1456
5331,0,L,312.9,53,1588
5332,0,L,312.8,55,1448
5333,0,H,312.7,57,1403
5334,0,M,312.6,62,1405
5335,1,M,312.6,65,2706
5336,0,M,312.4,68,1505
5337,0,L,312.4,71,1663
5338,0,M,312.6,73,1482
5339,0,M,312.5,76,1674
5340,0,M,312.7,79,1594
5341,0,L,312.7,82,1393
5342,0,H,312.8,84,1404
5343,0,M,312.8,89,1375
5344,0,L,312.8,92,1607
5345,0,L,312.8,94,1360
5346,0,L,312.8,96,1524
5347,0,L,312.7,98,1534
5348,0,L,312.7,100,1262
5349,0,L,312.6,102,1623
5350,0,M,312.7,104,1642
5351,0,M,312.8,107,1622
5352,0,M,312.9,110,1530
5353,0,M,312.8,113,1590
5354,0,L,312.7,116,1589
5355,0,L,312.6,118,1462
5356,0,H,312.5,120,1328
5357,0,H,312.6,125,1692
5358,0,L,312.5,130,1968
5359,0,H,312.6,132,1827
5360,0,M,312.6,137,1397
5361,0,L,312.6,140,1463
5362,0,L,312.7,142,1643
5363,0,L,312.6,144,1281
5364,0,L,312.5,146,1518
5365,0,L,312.6,148,1601
5366,0,L,312.6,150,1548
5367,0,H,312.6,152,1404
5368,0,M,312.5,157,1766
5369,0,M,312.5,160,1667
5370,0,H,312.5,163,1507
5371,0,H,312.4,168,1627
5372,0,L,312.3,173,1435
5373,0,H,312.3,175,1509
5374,0,M,312.3,180,1809
5375,0,L,312.3,183,1515
5376,0,L,312.3,185,1530
5377,0,H,312.3,187,1336
5378,0,L,312.4,192,2030
5379,0,L,312.4,194,1550
5380,0,L,312.4,196,1446
5381,0,L,312.3,198,1494
5382,0,L,312.4,200,1651
5383,0,L,312.4,202,1698
5384,0,L,312.3,204,1504
5385,0,M,312.4,206,1421
5386,0,H,312.3,209,1754
5387,0,L,312.2,214,1469
5388,0,L,312.2,216,1433
5389,0,M,312.3,218,1432
5390,0,L,312.3,221,1366
5391,0,H,312.3,223,1483
5392,0,L,312.2,228,1572
5393,0,L,312.2,230,1481
5394,0,L,312.3,232,1473
5395,1,M,312.3,234,1262
5396,0,L,312.4,237,1529
5397,0,L,312.4,239,1523
5398,0,M,312.3,241,1416
5399,0,L,312.4,244,1923
5400,1,H,312.4,246,1411
5401,1,L,312.4,251,1477
5402,1,M,312.3,253,1454
5403,0,L,312.3,0,1421
5404,0,L,312.3,2,1858
5405,0,H,312.5,4,1422
5406,0,L,312.4,9,1444
5407,0,L,312.4,11,1360
5408,0,L,312.4,13,1954
5409,0,L,312.4,15,1628
5410,0,L,312.4,17,1433
5411,0,M,312.5,19,1417
5412,0,L,312.6,22,1462
5413,0,L,312.6,24,1328
5414,0,H,312.5,26,1527
5415,0,L,312.3,31,1534
5416,0,M,312.4,33,1410
5417,0,L,312.3,36,1660
5418,0,L,312.4,38,1386
5419,0,L,312.4,40,1398
5420,0,L,312.3,42,1321
5421,0,L,312.3,44,1512
5422,0,M,312.3,46,1566
5423,0,M,312.4,49,1422
5424,0,L,312.3,52,1647
5425,0,L,312.2,54,1377
5426,0,L,312.2,56,1775
5427,0,L,312.3,58,1554
5428,0,L,312.4,60,1423
5429,0,L,312.4,62,1453
5430,0,L,312.4,64,1590
5431,0,L,312.5,66,1694
5432,0,L,312.5,68,1462
5433,0,L,312.4,70,1392
5434,0,L,312.5,72,1550
5435,0,L,312.5,74,1629
5436,0,M,312.5,76,1524
5437,0,M,312.5,79,1679
5438,0,M,312.6,82,1394
5439,0,L,312.5,85,1683
5440,0,L,312.5,87,1626
5441,0,H,312.5,89,1698
5442,0,M,312.6,94,1392
5443,0,L,312.7,97,1353
5444,0,M,312.7,99,1426
5445,0,L,312.7,102,2024
5446,0,M,312.8,104,1648
5447,0,L,312.9,107,1511
5448,0,L,312.8,109,1465
5449,0,L,312.7,111,1551
5450,0,L,312.8,113,2329
5451,0,H,312.8,115,1435
5452,0,L,312.7,120,1361
5453,0,M,312.7,122,1553
5454,0,L,312.6,125,1451
5455,0,L,312.5,127,1461
5456,0,M,312.6,129,1895
5457,0,M,312.6,132,1567
5458,0,M,312.5,135,1602
5459,0,L,312.6,138,1514
5460,0,L,312.5,140,1453
5461,0,M,312.4,142,1526
5462,0,M,312.3,145,1339
5463,0,L,312.3,148,1889
5464,0,L,312.4,150,1561
5465,0,M,312.4,152,1659
5466,0,L,312.4,155,1424
5467,0,M,312.3,157,1426
5468,0,L,312.4,160,1383
5469,0,L,312.3,162,1764
5470,0,M,312.2,164,1439
5471,0,M,312.2,167,1585
5472,1,L,312.3,170,1346
5473,0,L,312.3,172,1386
5474,0,L,312.2,174,1369
5475,0,M,312.1,176,1378
5476,0,L,312.2,179,1336
5477,0,M,312.1,181,1445
5478,0,L,312.1,184,1763
5479,0,L,312.2,186,1611
5480,0,M,312.1,188,1564
5481,0,H,312.1,191,1478
5482,0,L,312.0,196,1781
5483,0,L,312.1,198,1782
5484,0,M,312.1,200,2000
5485,0,M,312.0,203,1826
5486,0,L,312.1,206,1344
5487,0,L,312.2,208,1520
5488,0,M,312.1,210,1611
5489,1,L,312.2,213,1450
5490,1,L,312.1,215,1499
5491,1,L,312.1,0,1288
5492,0,M,312.2,2,1350
5493,0,M,312.4,5,1334
5494,0,L,312.4,8,1376
5495,0,L,312.4,10,1368
5496,1,H,312.5,12,1357
5497,0,M,312.5,17,1924
5498,0,M,312.5,20,1551
5499,0,M,312.5,23,1903
5500,0,H,312.3,26,1417
5501,0,L,312.1,31,1601
5502,0,L,312.1,33,1543
5503,0,L,312.1,35,1439
5504,0,H,312.0,37,1657
5505,0,L,312.2,42,1458
5506,0,L,312.2,44,1746
5507,0,L,312.2,46,1677
5508,0,L,312.1,48,1520
5509,0,L,312.2,50,1367
5510,1,L,312.2,52,1509
5511,0,L,312.1,54,1418
5512,0,L,312.1,56,1958
5513,0,L,312.2,58,1682
5514,0,M,312.2,60,1452
5515,0,L,312.0,63,1828
5516,0,H,312.0,65,1484
5517,0,L,312.0,70,1674
5518,0,L,311.9,72,1448
5519,0,M,311.8,74,2023
5520,0,L,311.9,77,1452
5521,0,M,312.0,79,1496
5522,0,L,311.9,82,1397
5523,0,L,311.9,84,1453
5524,0,M,311.9,86,1524
5525,0,L,311.9,89,1633
5526,0,M,312.0,91,1363
5527,0,L,311.9,94,1520
5528,0,M,311.9,96,1532
5529,0,L,311.8,99,1384
5530,0,M,311.8,101,1539
5531,0,M,311.8,104,1355
5532,0,M,311.7,107,1504
5533,0,L,311.8,110,1476
5534,0,L,311.7,112,1721
5535,0,M,311.7,114,1494
5536,0,L,311.7,117,1465
5537,1,M,311.8,119,1363
5538,0,L,311.8,122,1648
5539,0,M,311.8,124,1879
5540,0,H,311.7,127,1482
5541,0,L,311.8,132,1493
5542,0,L,311.8,134,1433
5543,0,L,311.7,136,1400
5544,0,L,311.8,138,1255
5545,0,L,311.7,140,1471
5546,0,H,311.6,142,1357
5547,0,L,311.7,147,1453
5548,0,M,311.7,149,1540
5549,0,L,311.8,152,1605
5550,0,H,311.9,154,1374
5551,0,M,311.9,159,1508
5552,0,H,311.9,162,1366
5553,0,H,312.0,167,1579
5554,1,L,311.9,172,1306
5555,0,M,312.0,174,1521
5556,0,L,312.0,177,1411
5557,0,H,312.0,179,1357
5558,0,M,312.0,184,1436
